"file","caption","alt_text","category","png_time","StartTime"
"ts9_Relative_spawning_biomass.png","Relative spawning biomass: B/B_0",NA,"Timeseries",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"ts9_Relative_spawning_biomass_intervals.png","Relative spawning biomass: B/B_0 with ~95% asymptotic intervals",NA,"Timeseries",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"ts1_Total_biomass_(mt).png","Total biomass (mt)",NA,"Timeseries",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)",NA,"Timeseries",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals",NA,"Timeseries",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)",NA,"Timeseries",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"ts_DynamicB0.png","Dynamic B0 plot. The lower line shows the time series of estimated Spawning biomass (mt) in the presence of fishing mortality. The upper line shows the time series that could occur under the same dynamics (including deviations in recruitment), but without fishing. The point at the left represents the unfished equilibrium.",NA,"Timeseries",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"recdevs1_points.png","Recruitment deviations",NA,"RecDev",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"recdevs2_withbars.png","Recruitment deviations with 95% intervals",NA,"RecDev",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"recdevs3_varcheck.png","Recruitment deviations variance check.<br> See later figure of transformed variance values for comparison with bias adjustment settings in the model.",NA,"RecDev",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"recruit_fit_bias_adjust.png","Points are transformed variances. Red line shows current settings for bias adjustment specified in control file. Blue line shows least squares estimate of alternative bias adjustment relationship for recruitment deviations (which may or may not be an improvement. For more information, see<br> 
<blockquote>Methot, R.D. and Taylor, I.G., 2011. Adjusting for bias due to variability of estimated recruitments in fishery assessment models. <i>Can. J. Fish. Aquat. Sci.</i>, 68:1744-1760.</blockquote><br> 
Estimated alternative inputs to SS control file associated with blue line in figure: 
<pre>1918.7   #_last_early_yr_nobias_adj_in_MPD 
2000.7   #_first_yr_fullbias_adj_in_MPD 
2015.0   #_last_yr_fullbias_adj_in_MPD 
2024.5   #_first_recent_yr_nobias_adj_in_MPD 
0.8649  #_max_bias_adj_in_MPD (1.0 to mimic pre-2009 models) </pre>",NA,"RecDev",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"SR_resids.png","Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"catch1 landings.png","landings",NA,"Catch",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"catch2 landings stacked.png","landings stacked",NA,"Catch",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"catch9 harvest rate.png","harvest rate",NA,"Catch",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"SPR1_series.png","Timeseries of SPR. Horizontal line is at SPR target: 0.4",NA,"SPR",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"SPR2_minusSPRseries.png","Timeseries of 1-SPR. Horizontal line is at 1 - SPR target: 1 - 0.4 = 0.6",NA,"SPR",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"SPR3_ratiointerval.png","Timeseries of SPR ratio: 1-SPR",NA,"SPR",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio.<br> Each point represents the biomass ratio at the start of the year and the relative fishing intensity in that same year. Warmer colors (red) represent early years and colder colors (blue) represent recent years. Lines through the final point show 95% intervals based on the asymptotic uncertainty for each dimension. The shaded ellipse is a 95% region which accounts for the estimated correlation between the two quantities: -0.745. The vertical line at 0.4 indicates the reference point as defined in the forecast.ss which can be removed from the plot via <code>SS_plots(..., btarg = -1)</code>. The horizontal line is at 1 - SPR target: 1 - 0.4 = 0.6. ",NA,"SPR",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index1_cpuedata_Survey.png","Index data for Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index2_cpuefit_Survey.png","Fit to index data for Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index3_obs_vs_exp_Survey.png","Observed vs. expected index values with smoother for Survey",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index4_logcpuedata_Survey.png","Log index data for Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index5_logcpuefit_Survey.png","Fit to log index data on log scale for Survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index6_log_obs_vs_exp_Survey.png","log(observed) vs. log(expected) index values with smoother for Survey",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index10_resids_SE_total_Survey.png","Residuals of fit to index for Survey.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index12_resids_SE_total_Survey.png","Deviations for fit to index for Survey.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"index9_standcpueall.png","Standardized indices overlaid. Each index is rescaled to have mean observation = 1.0.",NA,"Index",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers1_sex1_beg.png","Beginning of year expected numbers at age of females in (max ~ 1.3 billion)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers1_sex2_beg.png","Beginning of year expected numbers at age of males in (max ~ 1.3 billion)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers2_meanage_beg.png","Beginning of year mean age in the population",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers1_sex1_mid.png","Middle of year expected numbers at age of females in (max ~ 1.2 billion)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers1_sex2_mid.png","Middle of year expected numbers at age of males in (max ~ 1.2 billion)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers2_meanage_mid.png","Middle of year mean age in the population",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers3_frac_female_age.png","Fraction female in numbers at age",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers6_len_sex1.png","Beginning of year expected numbers at length of females in (max ~ 1.4 billion)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers6_len_sex2.png","Beginning of year expected numbers at length of males in (max ~ 1.5 billion)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers7_meanlen.png","Beginning of year mean length (cm) in the population",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers6_len_sex1.png","Middle of year expected numbers at length of females in (max ~ 946.3 million)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers6_len_sex2.png","Middle of year expected numbers at length of males in (max ~ 952.6 million)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers7_meanlen.png","Middle of year mean length (cm) in the population",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers8_frac_female_len.png","Fraction female in numbers at length",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers4_equilagecomp.png","Equilibrium age distribution",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers10_ageerror_matrix_1.png","Distribution of observed age at true age 
 for ageing error type 1",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"numbers10_ageerror_matrix_2.png","Distribution of observed age at true age 
 for ageing error type 2",NA,"Numbers",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat__aggregated_across_time.png","Length comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat__multi-fleet_comparison.png","Length comp data,  comparing across fleets",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat_flt1mkt0_page1.png","Length comp data, whole catch, Fishery (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat_flt1mkt0_page2.png","Length comp data, whole catch, Fishery (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat_bubflt1mkt0_page2.png","Length comp data, whole catch, Fishery (max=0.21) (plot 2 of 2)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat_data_weighting_TA1.8_Fishery.png","Mean length for Fishery with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat_flt2mkt0_page1.png","Length comp data, whole catch, Survey (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat_flt2mkt0_page2.png","Length comp data, whole catch, Survey (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat_bubflt2mkt0_page2.png","Length comp data, whole catch, Survey (max=0.09) (plot 2 of 2)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lendat_data_weighting_TA1.8_Survey.png","Mean length for Survey with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"sexratio_data_len_flt1mkt0_page1.png","Sex ratios for length comps, whole catch, Fishery (plot 1 of 2).<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"sexratio_data_len_flt1mkt0_page2.png","Sex ratios for length comps, whole catch, Fishery (plot 1 of 2).<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size. (plot 2 of 2)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"sexratio_data_len_flt2mkt0_page1.png","Sex ratios for length comps, whole catch, Survey (plot 1 of 2).<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"sexratio_data_len_flt2mkt0_page2.png","Sex ratios for length comps, whole catch, Survey (plot 1 of 2).<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size. (plot 2 of 2)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_agedat__aggregated_across_time.png","Age comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_agedat__multi-fleet_comparison.png","Age comp data,  comparing across fleets",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_agedat_flt1mkt0.png","Age comp data, whole catch, Fishery.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_agedat_bubflt1mkt0.png","Age comp data, whole catch, Fishery (max=0.09)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_agedat_data_weighting_TA1.8_Fishery.png","Mean age for Fishery with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_gstagedat_flt1mkt0.png","Excluded age comp data, whole catch, Fishery.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_gstagedat_bubflt1mkt0.png","Excluded age comp data, whole catch, Fishery (max=0.12)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_gstagedat_flt2mkt0_page1.png","Excluded age comp data, whole catch, Survey (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_gstagedat_flt2mkt0_page2.png","Excluded age comp data, whole catch, Survey (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_gstagedat_bubflt2mkt0_page2.png","Excluded age comp data, whole catch, Survey (max=0.14) (plot 2 of 2)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"sexratio_data_age_flt1mkt0.png","Sex ratios for age comps, whole catch, Fishery.<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size.",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_condAALdat_bubflt2mkt0_page1.png","Conditional age-at-length data, whole catch, Survey (max=1) (plot 1 of 4)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_condAALdat_bubflt2mkt0_page2.png","Conditional age-at-length data, whole catch, Survey (max=1) (plot 2 of 4)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_condAALdat_bubflt2mkt0_page3.png","Conditional age-at-length data, whole catch, Survey (max=1) (plot 3 of 4)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_condAALdat_bubflt2mkt0_page4.png","Conditional age-at-length data, whole catch, Survey (max=1) (plot 4 of 4)",NA,"CompDat",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit__aggregated_across_time.png","Length comps, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit__multi-fleet_comparison.png","Pearson residuals,  comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_flt1mkt0_page1.png","Length comps, whole catch, Fishery (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_flt1mkt0_page2.png","Length comps, whole catch, Fishery (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_residsflt1mkt0_page2.png","Pearson residuals, whole catch, Fishery (max=71.47) (plot 2 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_sampsize_flt1mkt0.png","N-EffN comparison, Length comps, whole catch, Fishery",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_data_weighting_TA1.8_Fishery.png","Mean length for Fishery with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Fishery:<br>0.9942 (0.6135-2.0309) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_flt2mkt0_page1.png","Length comps, whole catch, Survey (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_flt2mkt0_page2.png","Length comps, whole catch, Survey (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_residsflt2mkt0_page2.png","Pearson residuals, whole catch, Survey (max=2.61) (plot 2 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_sampsize_flt2mkt0.png","N-EffN comparison, Length comps, whole catch, Survey",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_lenfit_data_weighting_TA1.8_Survey.png","Mean length for Survey with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Survey:<br>1.0092 (0.7343-1.6277) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_gstlenfit_flt1mkt0.png","Excluded length comps, whole catch, Fishery.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
"comp_gstlenfit_residsflt1mkt0.png","Pearson residuals, whole catch, Fishery (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2024-05-31 14:06:40.046283,"StartTime: Wed May 29 12:43:23 2024"
